Sentence,Aspect,Polarity
but the server informed us that they wanted to make the soup their own and that she hopes we like it .,soup,neutral
"you need just witness the classic wall of celebrities , or the sinatra playing over the speakers to know you 're in an authentic pizza joint .",sinatra,neutral
"you need just witness the classic wall of celebrities , or the sinatra playing over the speakers to know you 're in an authentic pizza joint .","pizza, joint",positive
after being ignored by our waiter we complained to the manager who assured us everything would improve .,waiter,negative
after being ignored by our waiter we complained to the manager who assured us everything would improve .,manager,positive
"the hostess failed to give us menus , and we had to ask our waiter for them .",hostess,negative
"the hostess failed to give us menus , and we had to ask our waiter for them .",menus,neutral
i do n't even think i would have minded waiting at the bar for over an hour if it were n't so crowded and if they had little tapas for the hungry people forced to wait !,bar,neutral
i do n't even think i would have minded waiting at the bar for over an hour if it were n't so crowded and if they had little tapas for the hungry people forced to wait !,tapas,negative
i have no complaints about the wait or the service but the pizza was not at all something to write home about .,wait,positive
i have no complaints about the wait or the service but the pizza was not at all something to write home about .,service,positive
i have no complaints about the wait or the service but the pizza was not at all something to write home about .,pizza,negative
"everything from the food to the service was enjoyable about this place , but i ca n't recommend the tempura shrimp roll with the lobster salad enough .",food,positive
"everything from the food to the service was enjoyable about this place , but i ca n't recommend the tempura shrimp roll with the lobster salad enough .",service,positive
"everything from the food to the service was enjoyable about this place , but i ca n't recommend the tempura shrimp roll with the lobster salad enough .","tempura, shrimp, roll",negative
"everything from the food to the service was enjoyable about this place , but i ca n't recommend the tempura shrimp roll with the lobster salad enough .","lobster, salad, enough",negative
"anyway , i went down on a wednesday night to see if they had a long wait and the hostess said they had a table to accomodate my party .",wait,negative
"anyway , i went down on a wednesday night to see if they had a long wait and the hostess said they had a table to accomodate my party .",table,neutral
on friday night the busboy was sulky verging on rude ; he brought the fries ( ordered for the entrees ) twice before the appetizers came and then again the minute we 'd finished them and looked put out to be asked to take the empty plates away .,busboy,negative
on friday night the busboy was sulky verging on rude ; he brought the fries ( ordered for the entrees ) twice before the appetizers came and then again the minute we 'd finished them and looked put out to be asked to take the empty plates away .,appetizers,neutral
"i always thought the food was decent , but not spectacular and the price fair , but no bargain .",food,positive
"i always thought the food was decent , but not spectacular and the price fair , but no bargain .",price,negative
"watch out for the overworked , stressed out waitress who dumps tapa dishes on the table and leaves w / out announcing what it is .",waitress,negative
"watch out for the overworked , stressed out waitress who dumps tapa dishes on the table and leaves w / out announcing what it is .",dishes,neutral
"watch out for the overworked , stressed out waitress who dumps tapa dishes on the table and leaves w / out announcing what it is .",table,neutral
"fortunately the waitress was very ncie about this , and did not give me a hassle about taking the cake off the final bill .",waitress,positive
"fortunately the waitress was very ncie about this , and did not give me a hassle about taking the cake off the final bill .",bill,neutral
