Sentence,Aspect,Polarity
"the scene vintage suitcases and black - and - white photos of old ocean liners evoke the golden age of travel in the front bar , where a worldly clientele sips cocktails around a flickering faux fireplace .",clientele,positive
"the scene vintage suitcases and black - and - white photos of old ocean liners evoke the golden age of travel in the front bar , where a worldly clientele sips cocktails around a flickering faux fireplace .",cocktails,neutral
"bar has , french fries , bunch of different vegs and fruits , sushi , ribs ( not great , wait for the waiters that come around with the meat ) .",bar,neutral
"bar has , french fries , bunch of different vegs and fruits , sushi , ribs ( not great , wait for the waiters that come around with the meat ) .","french, fries",neutral
"bar has , french fries , bunch of different vegs and fruits , sushi , ribs ( not great , wait for the waiters that come around with the meat ) .",vegs,positive
"bar has , french fries , bunch of different vegs and fruits , sushi , ribs ( not great , wait for the waiters that come around with the meat ) .",ribs,neutral
"bar has , french fries , bunch of different vegs and fruits , sushi , ribs ( not great , wait for the waiters that come around with the meat ) .",waiters,neutral
"bar has , french fries , bunch of different vegs and fruits , sushi , ribs ( not great , wait for the waiters that come around with the meat ) .",meat,neutral
"after ordering my dinner and having it come to the table totally wrong , the manager argued with me over whether my meal was correct or not , and further argued that the mushrooms in my dish were really the eggplant that i ordered .",dinner,neutral
"after ordering my dinner and having it come to the table totally wrong , the manager argued with me over whether my meal was correct or not , and further argued that the mushrooms in my dish were really the eggplant that i ordered .",manager,negative
"after ordering my dinner and having it come to the table totally wrong , the manager argued with me over whether my meal was correct or not , and further argued that the mushrooms in my dish were really the eggplant that i ordered .",mushrooms,negative
"after ordering my dinner and having it come to the table totally wrong , the manager argued with me over whether my meal was correct or not , and further argued that the mushrooms in my dish were really the eggplant that i ordered .",dish,neutral
"after ordering my dinner and having it come to the table totally wrong , the manager argued with me over whether my meal was correct or not , and further argued that the mushrooms in my dish were really the eggplant that i ordered .",eggplant,negative
"the decor is sparse and elegant , the service warm ( though my waitress was occasionally difficult to find ) , and the sushi fresh .",decor,positive
"the decor is sparse and elegant , the service warm ( though my waitress was occasionally difficult to find ) , and the sushi fresh .",service,positive
"the decor is sparse and elegant , the service warm ( though my waitress was occasionally difficult to find ) , and the sushi fresh .",waitress,negative
"i had the pasta special , which had tremendous amount of seafood .","pasta, special",neutral
"i had the pasta special , which had tremendous amount of seafood .",seafood,positive
the menu does not have much and what we did have - original pizza with pepperoni and sausage was not so great .,menu,neutral
the menu does not have much and what we did have - original pizza with pepperoni and sausage was not so great .,pepperoni,negative
